"","q_num","status_description","way_forward","file"
"132","4.2d",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"133","1.1a","Descrição da situação:  Desde 1992, com o estabelecimento da segunda República, o Governo angolano tem vindo a implementar a Política Nacional de Recursos Hídricos, através da criação de instituições responsáveis pelo Sector dos Recursos Hídricos.  Passos significativos foram alcançados com aprovação do Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, Decreto Legislativo nº 9/04 de 9 de Novembro – Lei de Terra, Decreto Legislativo nº 06-A/04 de 8 de Outubro – Lei dos Recursos Biológicos e Aquáticos. Foram aprovados os Regulamentos seguintes: Decreto Presidencial nº 51/04 de 23 de Julho –  Avaliação do Impacto Ambiental Decreto Presidencial n.º 59/07, de 13 de Julho - Licenciamento Ambiental, Decreto Presidencial n.º 1/10 de 13  de Janeiro – Auditoria Ambiental, Decreto Presidencial n.º 261/11, de 06 de Outubro - Qualidade da Água; Decreto Presidencial n.º 82/14, de 21 de Abril – Utilização Geral dos Recursos Hídricos; Decreto Presidencial n.º 83/14, de 22 de Abril - Abastecimento Público de Água e Saneamento de Águas Residuais; Decreto Presidencial n.º 76/17, de 20 de Abril – Conselho Nacional de Águas.","Próximas medidas: Conclusão da regulamentação da Lei de Bases Ambiental, da Lei de Águas e da Lei sobre Avaliação do Impacto Ambiental.","Angola_651_2020_PT_Final_31.07.2020.docx"
"134","1.1b","Descrição da situação: Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, do Decreto Legislativo nº 51/04 de 23 de Julho – Lei sobre Avaliação do Impacto Ambiental.","Próximas medidas: Conclusão da regulamentação da Lei de Bases Ambiental, da Lei de Águas e da Lei sobre Avaliação do Impacto Ambiental.","Angola_651_2020_PT_Final_31.07.2020.docx"
"135","1.1c","Descrição da situação: De acordo com o ordenamento hidrográfico da República de Angola, esta prevista a elaboração de 22 Planos Gerais de Desenvolvimento e Utilização de Recursos Hídricos de Bacias Hidrográficas. Actualmente estão concluídos cinco (5) planos, nomeadamente os Planos Gerais das Bacias Hidrográficas do Cuanza, Zambeze, Cubango, Cuvelai e Cuando, o que representa uma densidade de cobertura territorial de 22,72%. Em curso estão em elaboração os Planos Gerais das Bacias Hidrográficas do Dande e Bengo.","Próximas medidas: Até 2022 estão previstos a elaboração dos Planos das Bacias Hidrográficas do Queve, Longa e da Região de Benguela, que compreende nove (16) Bacias Hidrográficas ( Cambombe, Quicombo, Dui, Evale, Balombo, Cuhula, Cubal da Hanha, Catumbela, Cavaco, Curinge, Uche, Mormolo, Pima, Ndungo, Calumbolo, Coporolo).","Angola_651_2020_PT_Final_31.07.2020.docx"
"136","1.2a","Descrição da situação: A República de Angola possui uma Estratégia de Desenvolvimento de Longo Prazo (Angola 2025). A Estratégia Angola 2025 esta sendo revista para um horizonte temporal até 2050.  Nesta perspectiva foi elaborado o Plano Nacional da Água (PNA). O PNA é um instrumento de planeamento hídrico multissectorial. O PNA tem uma abrangência temporal até 2040. O órgão reitor dos Recursos Hídricos, que é o Ministério da Energia e Águas (MINEA) irá balancear em finais do ano de 2020 a implementação das Medidas e Acções do PNA.","Próximas medidas: Conclusão da Estratégia Angola 2050 e o balanço das Medidas e Acções do Plano Nacional da Água.","Angola_651_2020_PT_Final_31.07.2020.docx"
"137","1.2b","Descrição da situação: A caracterização hidrogeológica da República de Angola permite identificar os principais Sistemas Aquíferos, com relevância para os aquíferos transfronteiriços. Relativamente aos Planos Gerais de Bacias Hidrográficas já elaborados, é contemplada a abordagem da Gestão Integradas dos Recursos Hídricos, ou seja, a componente da monitorização quantitativa e qualitativa e das respectivas necessidades e disponibilidades dos recursos hídricos dos vários sectores utilizadores. ","Próximas medidas: Conclusão da implementação das Medidas e Acções dos Planos Gerais de Bacias Hidrográficas. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"138","1.2c","Descrição da situação: A República de Angola partilha cinco (5) Bacias Hidrográficas Transfronteiriças, nomeadamente as Bacias Hidrográficas do Congo/Zaire; Cunene, Cubango, Cuvelai e Zambeze.  A República de Angola é parte signatária dos acordos de partilha de recursos hídricos destas BH. Existente nestas BH as seguintes Comissões Internacionais: CICOS (BH do Congo); ZAMCOM (BH do Zambeze); OKACOM (BH do Cubango), CUVECOM (BH do Cuvelai) e CTPC (BH do Cunene). ","Próximas medidas: Desenvolver os mecanismos de Gestão Optimizada dos Recursos Hídricos; melhorar os mecanismos de partilha de dados/informação; Realização actividades conjuntas de medição de caudais e de avaliação impactes ambientais. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"139","1.2d","Descrição da situação: Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, do Decreto Legislativo nº 51/04 de 23 de Julho – Lei sobre Avaliação do Impacto Ambiental.","Próximas medidas: Conclusão da regulamentação da Lei de Bases do Ambiental, da Lei de Águas e da Lei de Terras.","Angola_651_2020_PT_Final_31.07.2020.docx"
"140","2.1a","Descrição da situação: O Ministério da Energia e Águas, o Ministério da Agricultura e Pescas e o Ministério da Cultura, Turismo e Ambiente e o Ministério do Território e Reforma do Estado têm na sua orgânica, instituições que possuem a capacidade para liderar eficazmente a execução, a monitorização e a avaliação regular da implementação dos Planos Gerais de Gestão Integrada dos Recursos Hídricos.","Próximas medidas: Estabelecer novos Gabinetes Regionais de Administração de Bacias Hidrográficas e promover a elaboração de Planos Gerais de Desenvolvimento e Utilização dos Recursos Hídricos. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"141","2.1b","Descrição da situação: O Decreto Presidencial nº 76/17 de 20 de Abril, criou o Conselho Nacional de Águas (CNA). O CNA que é presidido pelo Vice-Presidente da República de Angola, é um órgão de consulta do Presidente da República, em termos de gestão estratégica dos Recursos Hídricos. O CNA, dentre os vários órgãos técnicos, possui um Comité Técnico de Bacias Hidrográficas (CTBH).","Próximas medidas:  Melhor articulação multissectorial para a Gestão Sustentada dos Recursos Hídricos. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"142","2.1c","Descrição da situação: É pratica nacional que antes da aprovação de qualquer Plano Geral de Desenvolvimento dos Recursos Hídricos, fazer-se a apresentação do documento junto dos Conselhos Provinciais de Auscultação das Comunidades. No caso concreto da BH do Zambeze existe o Comité Nacional de Coordenação das Partes Interessadas na Bacia Hidrográfica do Zambeze (NASC-Angola), plataforma que facilita o dialogo entre as Comunidades Locais e os Governos Provinciais, e a ZAMCOM;  No caso concreto da BH do Congo/Zaire, existe a Plataforma de Concertação Nacional para a Bacia Hidrográfica do Congo (PCN – Angola), órgão facilitador da partilha da informação; no que diz respeito a Sociedade Civil, existem a Parceria Angola da Água (PAA), Organizações Não Governamentais que trabalham no Sector das Águas, que são lideradas pela Development Workshop – DW Angola; em termos de águas subterrâneas existe o Núcleo de Águas Subterrâneas do Departamento de Geologia da Universidade Agostinho Neto. ","Próximas medidas: A criação da Associação Angolana de Recursos Hídricos (AARH).","Angola_651_2020_PT_Final_31.07.2020.docx"
"143","2.1d","Descrição da situação: Existem no Pais, associações privadas de utilizadores de recursos hídricos. Um dos casos concreto é a existência da Associação de Vendedores Ambulantes de Águas. Estes tipos de instituições têm apresentado ao Governo de Angola propostas que visão a melhor utilização dos Recursos Hídricos a nível nacional.  ","Próximas medidas: Incentivar a criação de associações privadas ligadas a gestão e utilização de recursos hídricos. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"144","2.1e","Descrição da situação:   Existe actualmente uma grande carência Recursos Humanos que garantam um bom funcionamento do Sector das Águas/ Recursos Hídricos.","Próximas medidas: Elaboração do Plano Nacional de Formação de Quadros.","Angola_651_2020_PT_Final_31.07.2020.docx"
"145","2.2a","Descrição da situação: O Ministério da Energia e Águas, o Ministério da Agricultura e Pescas e o Ministério da Cultura, Turismo e Ambiente e o Ministério do Território e Reforma do Estado têm na sua orgânica, instituições que possuem a capacidade para liderar eficazmente a execução, a monitorização e a avaliação regular da implementação dos Planos Gerais de Gestão Integrada dos Recursos Hídricos.","Próximas medidas: O Estabelecimento de novos Gabinetes Regionais de Administração de Bacias Hidrográficas. ","Angola_651_2020_PT_Final_31.07.2020.docx"
